BV,2.2677868380553634
BW,-0.7746589481191192
BY,1.5368971356854375
BZ,-2.249368635592353
IR,1.4953750514629383
IT,-1.7635216565185743
JE,-1.8939746073982813
JM,-1.41390286732677
JO,1.8212314050059821
JP,-0.9307738516108174
KE,0.5696075255098525
KG,0.12444381652770715
KH,-1.5870001037456694
AU,-0.4668686003439918
AW,1.280511431003782
AZ,0.9316917748599388
BA,1.0259441961368159
BB,-1.282028220645488
BD,0.7636883989950755
BE,-0.8152780927581758
BF,-0.2357875300506522
BG,-0.9586124472651062
BH,1.983803998470335
BI,0.8649645268411269
BJ,-0.40781566994741447
BL,0.23818247999261843
BM,2.2677868380553634
BN,1.131815664625721
BO,-2.970219512486471
CL,-3.18586964420009
CM,3.027183410567995
CN,1.5262174657084275
CO,-0.3700584897658675
CP,2.2677868380553634
CR,-0.4066246778237849
CU,-1.8633304518070333
CV,0.28145732930279926
AD,-1.621014899860847
AE,2.191387575114476
AF,1.2009062002224613
AG,-2.9900374914977674
AI,-0.51549222295392
AL,0.22457551633279044
AM,0.18008114447189597
AO,-0.7763719192755287
AR,-1.8487040355526771
AS,2.2677868380553634
AT,0.04205300727574109
BQ,1.423449790926976
BR,-0.4749759802411088
BS,-2.484224032938909
BT,1.618851981115039
KI,2.2677868380553634
KM,1.1259039901472556
KN,-0.5058100040142127
KP,0.7000750467635124
CW,1.1425422877540872
CX,2.2677868380553634
CY,0.13894805159585896
CZ,0.49071858195520024
DE,-0.23558506349499853
DJ,2.7627606229092945
DK,0.5785965097086107
DM,0.2961872767759652
DO,-1.0387962062099203
DZ,1.3521502081386017
EC,1.2357980261034112
EE,1.1702514095955618
EG,1.7629799948390894
EH,2.2598439361605043
EL,-0.24222303870339407
ER,0.8277983407836937
ES,0.02898994382411856
ET,0.6980113127739914
FI,2.1354807376649663
FJ,0.5806323790573902
FK,-5.821592689365926
FM,2.2677868380553634
FO,1.8700905828105086
FR,0.15517929252384652
GA,1.4400054114328986
GD,-1.3275548628701344
GE,-0.14444366087298197
GG,0.4749929147901542
GH,0.5207818653575333
GI,-0.620862890645822
GL,0.761994841724149
GM,-0.2761077519222922
GN,-0.38066698097269924
GQ,1.7384600750997647
GS,-0.009528115614222732
GT,-1.9068340527702747
GU,2.2677868380553634
GW,0.9499926027097556
GY,0.16745487222498107
HK,1.93268143035219
HM,2.2677868380553634
HN,-0.5293360537688001
HR,1.0600260216238895
HT,-0.6589395696381797
HU,-0.38837452658928057
IE,-0.39106609189939756
IL,0.6883630160394544
IM,-0.2892015936307686
IN,-0.3348917758855174
IO,2.2677868380553634
IQ,1.1410650009424426
NZ,-1.415439982365437
OM,2.2227691363203474
PA,0.06901583227100518
PE,0.010229842158654431
PF,2.2677868380553634
PG,0.872159788249417
ID,0.3432215543720257
IS,0.347568352621664
CC,2.2677868380553634
CA,-1.2124040607250681
CD,2.5673735096261248
CF,1.5454179274687132
CG,1.9668105622246264
CH,0.8601631894261449
CI,1.2762147420684
CK,2.2677868380553634
SA,2.505040987477893
RU,0.7650756171141937
SB,0.3770025237114342
SC,0.25592534511481324
SD,-0.04745169153902132
SE,1.1746798235549398
SG,1.421742527006498
SH,2.2677868380553634
SI,1.7989042994094033
MG,-1.0746675745077254
MH,2.2677868380553634
MK,0.180327098087148
ML,-0.1885420182478598
MM,-2.0196540352339016
MN,1.413860898696013
MO,0.08401927636719785
MP,2.2677868380553634
MR,1.3326704088986963
MS,0.5894888097054307
MT,-2.349429262651491
MU,1.8317119733358018
MV,2.1095619723067887
MW,-0.08710296270202278
MX,-1.8400767340401754
MY,0.664994029334382
MZ,1.2753774787524754
,-0.4947643903930817
NC,1.1495476902467379
NE,1.0025700059234461
NF,2.2677868380553634
NG,-0.5477033420981937
NI,-0.3799529616269158
NL,0.7905128816367244
NO,2.018416761305112
NP,1.5927548629594013
NR,2.2677868380553634
NU,2.2677868380553634
SJ,2.2677868380553634
SK,1.2848737796716725
SL,0.583529658515723
SM,-4.47353910325237
SN,-0.4411600292847955
SO,0.9648528060183608
SR,-0.6187734370041204
SS,0.6959220845265741
ST,1.9921781638235732
SV,-0.653312543288661
SX,0.48317496292777234
SY,1.8139937160906794
SZ,2.283649721534779
TC,-1.5482377590112328
TD,-0.36452198806147457
TF,2.2677868380553634
TG,0.17419536531365623
TH,-2.5831907249805224
TJ,0.568201611656219
TK,2.2677868380553634
TL,-0.40929848975052224
TM,1.2906767390810288
TN,-1.395603988574734
TO,-0.6220608141519783
KR,-1.068402677087959
KW,2.3424292351805063
KY,0.4667200871168613
KZ,3.7975024193226266
LA,-2.5124750365248394
LB,1.4157679091385214
LC,-0.868851820908047
LI,-3.3798076134271646
LK,-0.35303619860440855
LR,1.76653065863108
LS,1.9339242843717852
LT,1.7682750128676588
LU,0.4723669802338107
LV,1.5446131027915677
LY,2.2092035827207837
MA,-0.29892383655280746
MC,-0.25073365271257575
MD,-0.6176201355966403
ME,0.7090357939760175
PH,-0.5764475791882065
PK,1.2387251179368985
PL,1.626679947190055
PM,-0.613345564484372
PN,2.2677868380553634
PR,-1.0106615488951436
PS,0.3818818910204879
PT,0.3685152003626821
PW,1.7369629136917575
PY,-1.4735290644760601
QA,2.2673008533628876
RO,-0.6060612116911349
RS,0.2692101188731857
RW,3.3052026044039224
XI,0.6498754457847268
XL,0.2038279203742209
XM,2.2677868380553634
XN,4.5450247665869385
XO,-0.854219300544483
XU,1.271209090891901
XV,2.0776925448553527
YE,2.6309782198884766
ZA,1.9660232753512268
ZM,-0.4994838185695741
ZW,0.47272264770464234
TR,-0.0012279007454839101
TT,-1.4796211203067997
TV,2.2677868380553634
TZ,0.014718989845102223
UA,-0.976712173580821
UG,-0.16444198174190613
UK,0.7682536101068361
UM,2.2677868380553634
UY,-0.1380796013951072
UZ,2.3430124567549058
VA,-1.558897816708703
VC,-0.8838061695265558
VE,-0.7812889196038917
VG,0.9516148927657908
VI,0.5510395856751212
VN,0.3276898757738465
VU,-0.2681601712326881
WF,2.2677868380553634
US,-2.1180960056037765
WS,2.2677868380553634
XA,0.35322756462396815
XB,2.2677868380553634
XC,2.423790775850336
XD,0.8290837192941501
XE,2.1052269317123065
XF,2.1648985424707083
XG,0.4862447467896932
XH,1.3505345980550976
